"trial_type","trial_index","time_elapsed","internal_node_id","screen_height","screen_width","browser","browser_version","mobile","os","vsync_rate","participant_id","study_id","session_id","success","timeout","failed_images","failed_audio","failed_video","width","height","webaudio","fullscreen","webcam","microphone","screen","version","date","time","rt","stimulus","response","question_order","trial_duration","trial_number","block_number"
"pavlovia","0","2544","0.0-0.0","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","","","","","","","","","","",""
"fullscreen","1","5198","0.0-1.0","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","true","","","","","","","","","","","","","","","","","","","","",""
"preload","2","5284","0.0-2.0","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","true","false","[]","[]","[]","","","","","","","","","","","","","","","","",""
"browser-check","3","6294","0.0-3.0","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","1920","1080","true","true","false","true","browser_info","1.0","01/09/2022","12:40:11","","","","","","",""
"html-button-response","4","16196","0.0-4.0","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","consent","","","","9900","<div style='font-size:10px';><h1></br></br>Study on Face Perception</h1></div><div class='margin-left-10'><p>In this study, you will first be asked to answer questions about yourself, and then rate images of faces them according to certain characteristics.</p><p>Your participation in this study is completely voluntary. If you do not wish to complete this survey, simply close your browser.</p><p>Your participation in this research will be kept completely confidential. Your responses are anonymous and IP addresses will not be collected to guarantee complete anonymity.</p><p>If you have any questions about the project, you may contact the team via the chat option in Prolific.</p><p>This project has been reviewed and approved by the University Institutional Review Board (NTU IRB-2022-187).<br>Questions concerning your rights as a participant in this research may be directed to the NTU-IRB at IRB@ntu.edu.sg or call +65 6592 2495.</p></div>","0","","","",""
"html-button-response","5","20106","0.0-5.0","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","instructions1","","","","3910","<h1>Part 1/4</h1><p>Welcome to the study! Before starting the face perception task, it is important for us to understand our participants' characteristics, so that our conclusions are scientifically valid.</p><p>Let's start with some questions about yourself.</p>","0","","","",""
"survey-text","6","28413","0.0-6.0","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","demographics","","","","8301","","{""age"":""26"",""nationality"":""Estonia"",""ethnicity"":""Caucasian""}","","","",""
"survey-multi-choice","7","32251","0.0-7.0","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","demographics","","","","3836","","{""sex"":""Male"",""education"":""High school""}","[0,1]","","",""
"survey-multi-choice","8","34409","0.0-8.0","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","demographics","","","","2155","","{""sexual_orientation"":""Homosexual""}","[0]","","",""
"survey-text","9","37167","0.0-9.0","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","demographics","","","","2754","","{""sexual_orientation_other"":""""}","","","",""
"survey-multi-choice","10","40354","0.0-10.0","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","demographics","","","","3186","","{""religion"":""No Religion""}","[0]","","",""
"survey-text","11","41718","0.0-11.0","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","demographics","","","","1360","","{""religion_other"":""""}","","","",""
"multiple-slider","12","46009","0.0-12.0","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","demographics","","","","4288.899999976158","","{""religiosity"":0,""religious_activity"":0}","[0,1]","","",""
"html-button-response","13","51229","0.0-13.0","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","instructions2","","","","5219","<h1>Part 2/4</h1><p>Great! We will continue with a series of questionnaires about your personality.<br>Again, it is important that you answer truthfully. Please read the statements carefully and answer according to what describe you the best.</p>","0","","","",""
"multiple-slider","14","93428","0.0-14.0","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","IPIP6","","","","42194.09999996424","","{""Extraversion_1"":0.29,""Agreeableness_2"":1,""Conscientiousness_3"":0.28,""Neuroticism_4"":0.78,""Openness_5"":1,""HonestyHumility_6_R"":0.39,""Extraversion_7_R"":0.87,""Agreeableness_8_R"":0.14,""Openness_9_R"":0,""Conscientiousness_10"":0.7,""Conscientiousness_11_R"":0.4,""HonestyHumility_12_R"":0.67,""Openness_13_R"":0,""Agreeableness_14"":0.99,""Neuroticism_15_R"":0.34,""Neuroticism_16"":0.24,""Neuroticism_17_R"":0.71,""HonestyHumility_18_R"":0.18,""Extraversion_19_R"":0.77,""Agreeableness_20_R"":0.06,""Openness_21_R"":0,""Conscientiousness_22_R"":0.73,""Extraversion_23"":0.2,""HonestyHumility_24_R"":0.62}","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]","","",""
"multiple-slider","15","118195","0.0-15.0","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","SIAS","","","","24764.5","","{""SIAS_1"":0.73,""SIAS_2"":0.67,""Attention_Check_1"":1,""SIAS_3"":0.6,""SIAS_4"":0.35,""SIAS_5"":0.81,""SIAS_6"":0.15}","[0,1,2,3,4,5,6]","","",""
"multiple-slider","16","134499","0.0-16.0","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","SPS","","","","16301.399999976158","","{""Social_Phobia_1"":0.58,""Social_Phobia_2"":0.4,""Social_Phobia_3"":0.62,""Social_Phobia_4"":0.6,""Social_Phobia_5"":0.63,""Social_Phobia_6"":0.58}","[0,1,2,3,4,5]","","",""
"multiple-slider","17","168731","0.0-17.0","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","GAAIS","","","","34229.10000002384","","{""GAAIS_1"":0.79,""GAAIS_2_R"":0.62,""GAAIS_3"":0,""GAAIS_4"":1,""GAAIS_5"":0.32,""GAAIS_6_R"":0.39,""GAAIS_7"":0.63,""GAAIS_8"":0.78,""GAAIS_9"":1,""GAAIS_10_R"":0.69}","[0,1,2,3,4,5,6,7,8,9]","","",""
"multiple-slider","18","255100","0.0-18.0","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","FFNI-BF","","","","86362.69999998808","","{""Acclaim_Seeking_1"":0.64,""Arrogance_2"":0.66,""Authoritativeness_3"":0.63,""Distrust_4"":0.13,""Entitlement_5"":0.56,""Exhibitionism_6"":0.59,""Exploitativeness_7"":0.38,""Grandiose_Fantasies_8"":0.63,""Indifference_9_R"":0.41,""Lack_of_Empathy_10"":0.31,""Manipulativeness_11"":0.28,""Need_for_Admiration_12"":0.57,""Reactive_Anger_13"":0.6,""Shame_14"":0.57,""Thrill_Seeking_15"":0.21,""Acclaim_Seeking_16"":0.61,""Arrogance_17"":0.26,""Authoritativeness_18"":0.41,""Distrust_19"":0.62,""Entitlement_20"":0.57,""Attention_Check_2"":1,""Exhibitionism_21"":0.21,""Exploitativeness_22"":0.27,""Grandiose_Fantasies_23"":0.59,""Indifference_24_R"":0.56,""Lack_of_Empathy_25"":0,""Manipulativeness_26"":0.67,""Need_for_Admiration_27"":0.75,""Reactive_Anger_28"":0.32,""Shame_29"":0.68,""Thrill_Seeking_30"":0.33,""self_rated_general_attractiveness"":0.74,""self_rated_physical_attractiveness"":0.67}","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32]","","",""
"multiple-slider","19","308607","0.0-19.0","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","GPTS","","","","53503","","{""Reference_1"":0,""Reference_2"":0,""Reference_3"":0,""Reference_4"":0,""Reference_5"":0,""Reference_6"":0,""Reference_7"":0.7,""Reference_8"":0,""Persecution_9"":0.68,""Persecution_10"":0.58,""Persecution_11"":0.64,""Persecution_12"":0,""Persecution_13"":0,""Persecution_14"":0,""Persecution_15"":0,""Persecution_16"":0,""Persecution_17"":0.69,""Persecution_18"":0.29}","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17]","","",""
"multiple-slider","20","341110","0.0-20.0","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","IUS","","","","32499.30000001192","","{""Prospective_Anxiety_1"":0.63,""Prospective_Anxiety_2"":0.64,""Prospective_Anxiety_3"":0.68,""Prospective_Anxiety_4"":0.45,""Prospective_Anxiety_5"":0.68,""Prospective_Anxiety_6"":0.6,""Prospective_Anxiety_7"":0.4,""Inhibitory_Anxiety_8"":0.59,""Attention_Check_3"":0,""Inhibitory_Anxiety_9"":0.64,""Inhibitory_Anxiety_10"":0.63,""Inhibitory_Anxiety_11"":0.61,""Inhibitory_Anxiety_12"":0.66}","[0,1,2,3,4,5,6,7,8,9,10,11,12]","","",""
"html-keyboard-response","21","342122","0.0-21.0","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","part_2_loading","","","","null","<p>Please wait for the experiment to load...</p>","null","","","",""
"preload","22","361749","0.0-22.0","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","true","false","[]","[]","[]","","","","","","","","","","","","","","","","",""
"html-button-response","23","380480","0.0-23.0","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","task_instructions_1","","","","18725","<h1>Part 3/4</h1><div style='text-align: left'><p>In this part of the experiment, images of faces will be briefly flashed on the screen.</p><p>After each image, you will be asked a series of questions, such as:</p><ul><li><p>To what extent do you find this person <b>good-looking</b> (the degree to which the face is aesthetically appealing).</p></li><li><p>How <b>attractive</b> do you find this person (how drawn are you to this person).</p></li><li><p>To what extent do you find this person <b>trustworthy</b> (reliable, honest, responsible etc.,).</p></li><li><p>How much does this person remind you of <b>someone you know</b> (how familiar does this face look to you).</p></li><br><p>Below is an example of how the questions will appear after each image:</p></div><div style='float: center'><img src='utils/question_demo_2.png' height='400' style='border:5px solid #D3D3D3; padding:3px; margin:5px'></img><p>We are interested in your <b>first impressions</b>. Please respond according to your gut feelings.</p>","0","","","",""
"html-keyboard-response","24","381232","0.0-24.0-0.0","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","fixation","","","","null","<div style=""font-size:60px;"">+</div>","null","","750","",""
"image-keyboard-response","25","381747","0.0-24.0-1.0","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","stimuli","","","","null","stimuli/AMFD/NF-1016.jpg","null","","500","1","1"
"multiple-slider","26","388542","0.0-24.0-2.0","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","questionnaire","","","","6788.100000023842","","{""Physical_Attractiveness"":0.67,""General_Attractiveness"":0.5,""Trustworthiness"":0.7,""Familiarity"":0.3}","[0,1,2,3]","","",""
"html-keyboard-response","27","389302","0.0-24.0-0.1","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","fixation","","","","null","<div style=""font-size:60px;"">+</div>","null","","750","",""
"image-keyboard-response","28","389810","0.0-24.0-1.1","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","stimuli","","","","null","stimuli/AMFD/NF-1085.jpg","null","","500","2","1"
"multiple-slider","29","395728","0.0-24.0-2.1","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","questionnaire","","","","5916.5","","{""Physical_Attractiveness"":0.42,""General_Attractiveness"":0.33,""Trustworthiness"":0.6,""Familiarity"":0.31}","[0,1,2,3]","","",""
"html-keyboard-response","30","396480","0.0-24.0-0.2","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","fixation","","","","null","<div style=""font-size:60px;"">+</div>","null","","750","",""
"image-keyboard-response","31","396997","0.0-24.0-1.2","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","stimuli","","","","null","stimuli/AMFD/NF-1066.jpg","null","","500","3","1"
"multiple-slider","32","406612","0.0-24.0-2.2","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","questionnaire","","","","9613.400000035763","","{""Physical_Attractiveness"":0.39,""General_Attractiveness"":0.26,""Trustworthiness"":0.6,""Familiarity"":0.07}","[0,1,2,3]","","",""
"html-keyboard-response","33","407364","0.0-24.0-0.3","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","fixation","","","","null","<div style=""font-size:60px;"">+</div>","null","","750","",""
"image-keyboard-response","34","407872","0.0-24.0-1.3","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","stimuli","","","","null","stimuli/AMFD/NF-1051.jpg","null","","500","4","1"
"multiple-slider","35","413127","0.0-24.0-2.3","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","questionnaire","","","","5253.099999964237","","{""Physical_Attractiveness"":0.69,""General_Attractiveness"":0.63,""Trustworthiness"":0.84,""Familiarity"":0.03}","[0,1,2,3]","","",""
"html-keyboard-response","36","413886","0.0-24.0-0.4","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","fixation","","","","null","<div style=""font-size:60px;"">+</div>","null","","750","",""
"image-keyboard-response","37","414397","0.0-24.0-1.4","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","stimuli","","","","null","stimuli/AMFD/NF-1079.jpg","null","","500","5","1"
"multiple-slider","38","419054","0.0-24.0-2.4","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","questionnaire","","","","4650.199999988079","","{""Physical_Attractiveness"":0.5,""General_Attractiveness"":0.5,""Trustworthiness"":0.5,""Familiarity"":0}","[0,1,2,3]","","",""
"html-keyboard-response","39","419807","0.0-24.0-0.5","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","fixation","","","","null","<div style=""font-size:60px;"">+</div>","null","","750","",""
"image-keyboard-response","40","420309","0.0-24.0-1.5","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","stimuli","","","","null","stimuli/AMFD/NF-1002.jpg","null","","500","6","1"
"multiple-slider","41","426605","0.0-24.0-2.5","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","questionnaire","","","","6294.300000011921","","{""Physical_Attractiveness"":0.36,""General_Attractiveness"":0.39,""Trustworthiness"":0.62,""Familiarity"":0.58}","[0,1,2,3]","","",""
"html-keyboard-response","42","427358","0.0-24.0-0.6","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","fixation","","","","null","<div style=""font-size:60px;"">+</div>","null","","750","",""
"image-keyboard-response","43","427872","0.0-24.0-1.6","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","stimuli","","","","null","stimuli/AMFD/NF-1047.jpg","null","","500","7","1"
"multiple-slider","44","433801","0.0-24.0-2.6","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","questionnaire","","","","5927.300000011921","","{""Physical_Attractiveness"":0.37,""General_Attractiveness"":0.28,""Trustworthiness"":0.63,""Familiarity"":0}","[0,1,2,3]","","",""
"html-keyboard-response","45","434556","0.0-24.0-0.7","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","fixation","","","","null","<div style=""font-size:60px;"">+</div>","null","","750","",""
"image-keyboard-response","46","435059","0.0-24.0-1.7","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","stimuli","","","","null","stimuli/AMFD/NF-1030.jpg","null","","500","8","1"
"multiple-slider","47","442027","0.0-24.0-2.7","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","questionnaire","","","","6965.899999976158","","{""Physical_Attractiveness"":0.85,""General_Attractiveness"":0.68,""Trustworthiness"":0.74,""Familiarity"":0}","[0,1,2,3]","","",""
"html-keyboard-response","48","442794","0.0-24.0-0.8","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","fixation","","","","null","<div style=""font-size:60px;"">+</div>","null","","750","",""
"image-keyboard-response","49","443298","0.0-24.0-1.8","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","stimuli","","","","null","stimuli/AMFD/NF-1103.jpg","null","","500","9","1"
"multiple-slider","50","448411","0.0-24.0-2.8","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","questionnaire","","","","5110.699999988079","","{""Physical_Attractiveness"":0.54,""General_Attractiveness"":0.45,""Trustworthiness"":0.59,""Familiarity"":0}","[0,1,2,3]","","",""
"html-keyboard-response","51","449162","0.0-24.0-0.9","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","fixation","","","","null","<div style=""font-size:60px;"">+</div>","null","","750","",""
"image-keyboard-response","52","449667","0.0-24.0-1.9","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","stimuli","","","","null","stimuli/AMFD/NF-1026.jpg","null","","500","10","1"
"multiple-slider","53","457076","0.0-24.0-2.9","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","questionnaire","","","","7402.5","","{""Physical_Attractiveness"":0.35,""General_Attractiveness"":0.32,""Trustworthiness"":0.5,""Familiarity"":0}","[0,1,2,3]","","",""
"html-keyboard-response","54","457834","0.0-24.0-0.10","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","fixation","","","","null","<div style=""font-size:60px;"">+</div>","null","","750","",""
"image-keyboard-response","55","458347","0.0-24.0-1.10","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","stimuli","","","","null","stimuli/AMFD/NF-1071.jpg","null","","500","11","1"
"multiple-slider","56","462124","0.0-24.0-2.10","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","questionnaire","","","","3774.699999988079","","{""Physical_Attractiveness"":0.5,""General_Attractiveness"":0.5,""Trustworthiness"":0.5,""Familiarity"":0}","[0,1,2,3]","","",""
"html-keyboard-response","57","462881","0.0-24.0-0.11","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","fixation","","","","null","<div style=""font-size:60px;"">+</div>","null","","750","",""
"image-keyboard-response","58","463385","0.0-24.0-1.11","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","stimuli","","","","null","stimuli/AMFD/NF-1049.jpg","null","","500","12","1"
"multiple-slider","59","468378","0.0-24.0-2.11","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","questionnaire","","","","4991.900000035763","","{""Physical_Attractiveness"":0.74,""General_Attractiveness"":0.66,""Trustworthiness"":0.53,""Familiarity"":0}","[0,1,2,3]","","",""
"html-keyboard-response","60","469137","0.0-24.0-0.12","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","fixation","","","","null","<div style=""font-size:60px;"">+</div>","null","","750","",""
"image-keyboard-response","61","469643","0.0-24.0-1.12","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","stimuli","","","","null","stimuli/AMFD/NF-1061.jpg","null","","500","13","1"
"multiple-slider","62","474334","0.0-24.0-2.12","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","questionnaire","","","","4689.800000011921","","{""Physical_Attractiveness"":0.73,""General_Attractiveness"":0.75,""Trustworthiness"":0.7,""Familiarity"":0}","[0,1,2,3]","","",""
"html-keyboard-response","63","475095","0.0-24.0-0.13","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","fixation","","","","null","<div style=""font-size:60px;"">+</div>","null","","750","",""
"image-keyboard-response","64","475599","0.0-24.0-1.13","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","stimuli","","","","null","stimuli/AMFD/NF-1048.jpg","null","","500","14","1"
"multiple-slider","65","479063","0.0-24.0-2.13","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","questionnaire","","","","3462.399999976158","","{""Physical_Attractiveness"":0.5,""General_Attractiveness"":0.5,""Trustworthiness"":0.5,""Familiarity"":0}","[0,1,2,3]","","",""
"html-keyboard-response","66","479821","0.0-24.0-0.14","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","fixation","","","","null","<div style=""font-size:60px;"">+</div>","null","","750","",""
"image-keyboard-response","67","480330","0.0-24.0-1.14","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","stimuli","","","","null","stimuli/AMFD/NF-1098.jpg","null","","500","15","1"
